published,category,kicker,title,description,matched_groups,matched_terms,url,local_digest
2023-06-15,Mathematics,dynamical systems,Flow Proof Helps Mathematicians Find Stability in Chaos,A series of new papers describes how to fully characterize key dynamical systems with relatively little data.,flow_transport_waves,flow,https://www.quantamagazine.org/flow-proof-helps-mathematicians-find-stability-in-chaos-20230615/,
2023-06-14,Uncategorized,The Joy of Why,What Causes Giant Rogue Waves?,Wave-science researcher Ton van den Bremer and Steven Strogatz discuss how rogue waves can form in relatively calm seas and whether their threat can be predicted.,flow_transport_waves;ai_prediction_representation,predict;wave;waves,https://www.quantamagazine.org/what-causes-giant-rogue-waves-20230614/,
2023-06-13,Biology,developmental biology,"‘Embryo Models’ Challenge Legal, Ethical and Biological Concepts","With embryolike constructs built entirely from stem cells, researchers can revolutionize our understanding of development. But how close to an embryo is too close?",collective_biological_systems;ai_prediction_representation,cell;cells;evolution;model;models,https://www.quantamagazine.org/embryo-models-challenge-legal-ethical-and-biological-concepts-20230613/,
2023-06-08,Physics,neural networks,Sparse Networks Come to the Aid of Big Physics,A novel type of neural network is helping physicists with the daunting challenge of data analysis.,networks_graphs_connectivity;ai_prediction_representation,network;networks;neural network;neural networks,https://www.quantamagazine.org/sparse-neural-networks-point-physicists-to-useful-data-20230608/,
2023-06-07,Uncategorized,Q&A,An Explorer of Abyssal Depths Looks to Oceans on Other Worlds,The marine geochemist Chris German brings decades of experience studying seafloor hydrothermal vents to NASA’s preparations for visits to other ocean worlds in our solar system.,flow_transport_waves,ocean,https://www.quantamagazine.org/ocean-vent-explorer-guides-nasas-look-at-icy-alien-worlds-20230607/,
2023-06-06,Physics,quantum information theory,"In New Paradox, Black Holes Appear to Evade Heat Death",The puzzling behavior of black hole interiors has led researchers to propose a new physical law: the second law of quantum complexity.,complex_systems_emergence,complex;complexity,https://www.quantamagazine.org/in-new-paradox-black-holes-appear-to-evade-heat-death-20230606/,
2023-05-30,Biology,evolution,How 3D Changes in the Genome Turned Sharks Into Skates,Changes in the 3D structure of their genome gave skates and rays their distinctive winglike fins and pancake flatness.,collective_biological_systems,evolution,https://www.quantamagazine.org/how-3d-changes-in-the-genome-turned-sharks-into-skates-20230530/,
2023-05-23,Mathematics,Quantized Academy,Math Patterns That Go On Forever but Never Repeat,Simple math can help explain the complexities of the newly discovered aperiodic monotile.,complex_systems_emergence,complex,https://www.quantamagazine.org/math-that-goes-on-forever-but-never-repeats-20230523/,
2023-05-22,Computer Science,machine learning,Some Neural Networks Learn Language Like Humans,Researchers uncover striking parallels in the ways that humans and machine learning models acquire language skills.,networks_graphs_connectivity;ai_prediction_representation,machine learning;model;models;network;networks;neural network;neural networks,https://www.quantamagazine.org/some-neural-networks-learn-language-like-humans-20230522/,
2023-05-18,Uncategorized,information theory,Secret Messages Can Hide in AI-Generated Media,"In steganography, an ordinary message masks the presence of a secret communication. Humans can never do it perfectly, but a new study shows it’s possible for machines.",networks_graphs_connectivity,graph,https://www.quantamagazine.org/secret-messages-can-hide-in-ai-generated-media-20230518/,
2023-05-16,Mathematics,nonlinear dynamics,New Proof Finds the ‘Ultimate Instability’ in a Solar System Model,"For the first time, mathematicians have proved that planetary orbits in a solar system will always be unstable.",ai_prediction_representation,model,https://www.quantamagazine.org/new-math-shows-when-solar-systems-become-unstable-20230516/,
2023-05-15,Physics,solar physics,The Tiny Physics Behind Immense Cosmic Eruptions,"A new theory describes how particle interactions fuel fast magnetic reconnection, the process behind solar flares and other astrophysical jets.",networks_graphs_connectivity,connect,https://www.quantamagazine.org/the-tiny-physics-behind-immense-cosmic-eruptions-20230515/,
2023-05-12,Computer Science,machine learning,Chatbots Don’t Know What Stuff Isn’t,"Today’s language models are more sophisticated than ever, but they still struggle with the concept of negation. That’s unlikely to change anytime soon.",ai_prediction_representation,machine learning;model;models,https://www.quantamagazine.org/ai-like-chatgpt-are-no-good-at-not-20230512/,
2023-05-08,Biology,evolution,A Mutation Turned Ants Into Parasites in One Generation,A new genetics study of ant “social parasites” shows how complex sets of features can emerge rapidly and potentially split species.,complex_systems_emergence;collective_biological_systems,ants;complex;evolution,https://www.quantamagazine.org/a-mutation-turned-ants-into-parasites-in-one-generation-20230508/,
2023-05-04,Biology,origins of life,A New Idea for How to Assemble Life,"If we want to understand complex constructions, such as ourselves, assembly theory says we must account for the entire history of how such entities came to be.",complex_systems_emergence,complex,https://www.quantamagazine.org/a-new-theory-for-the-assembly-of-life-in-the-universe-20230504/,
2023-05-02,Mathematics,graph theory,A Very Big Small Leap Forward in Graph Theory,"Four mathematicians have found a new upper limit to the “Ramsey number,” a crucial property describing unavoidable structure in graphs.",networks_graphs_connectivity,graph;graphs,https://www.quantamagazine.org/after-nearly-a-century-a-new-limit-for-patterns-in-graphs-20230502/,
2023-04-27,Computer Science,Q&A,The Computer Scientist Peering Inside AI’s Black Boxes,"Cynthia Rudin wants machine learning models, responsible for increasingly important decisions, to show their work.",collective_biological_systems;ai_prediction_representation,ants;machine learning;model;models,https://www.quantamagazine.org/cynthia-rudin-builds-ai-that-humans-can-understand-20230427/,
2023-04-24,Physics,solar physics,Tiny Jets on the Sun Power the Colossal Solar Wind,A new analysis argues that ubiquitous eruptions in the sun’s corona explain the vast flow of charged particles seen streaming out through the solar system.,flow_transport_waves,flow,https://www.quantamagazine.org/tiny-jets-on-the-sun-power-the-colossal-solar-wind-20230424/,
2023-04-19,Mathematics,Quantized Columns,Why the Brain’s Connections to the Body Are Crisscrossed,"In all bilaterally symmetrical animals, from humans down to simple worms, nerves cross from one side of the body to the opposite side of the brain. Geometry may explain why.",networks_graphs_connectivity,connect,https://www.quantamagazine.org/why-the-brains-connections-to-the-body-are-crisscrossed-20230419/,
2023-04-18,Mathematics,mathematical physics,A New Kind of Symmetry Shakes Up Physics,So-called “higher symmetries” are illuminating everything from particle decays to the behavior of complex quantum systems.,complex_systems_emergence,complex,https://www.quantamagazine.org/a-new-kind-of-symmetry-shakes-up-physics-20230418/,
2023-04-17,Physics,Q&A,She Tracks the DNA of Elusive Species That Hide in Harsh Places,"On Mount Everest and in the Peruvian Andes, Tracie Seimon uses DNA to study how species and ecosystems respond to climate change, pathogens and other influences.",flow_transport_waves,climate,https://www.quantamagazine.org/she-tracks-the-dna-of-elusive-species-on-everest-and-in-the-andes-20230417/,
2023-04-13,Computer Science,machine learning,A New Approach to Computation Reimagines Artificial Intelligence,"By imbuing enormous vectors with semantic meaning, we can get machines to reason more abstractly — and efficiently — than before.",ai_prediction_representation,artificial intelligence;machine learning,https://www.quantamagazine.org/a-new-approach-to-computation-reimagines-artificial-intelligence-20230413/,
2023-04-11,Computer Science,microbes,Primitive Asgard Cells Show Life on the Brink of Complexity,"As researchers race to cultivate more of the intriguing cells from the deep seafloor, the few cells now growing in labs are giving us our best glimpses of the forerunners of all complex life.",complex_systems_emergence;collective_biological_systems,cell;cells;complex;complexity,https://www.quantamagazine.org/primitive-asgard-cells-show-life-on-the-brink-of-complexity-20230411/,
2023-04-05,Biology,evolution,Animal Mutation Rates Reveal Traits That Speed Evolution,The first large-scale comparison of mutation rates gives insights into how quickly species can evolve.,collective_biological_systems,evolution,https://www.quantamagazine.org/animal-mutation-rates-reveal-traits-that-speed-evolution-20230405/,
2023-04-05,Uncategorized,The Joy of Why,What Has the Pandemic Taught Us About Vaccines?,"Should Covid-19 vaccines be judged by how well they prevent disease or how well they prevent death? Anna Durbin, a public health expert and vaccine researcher, talks with Steven Strogatz about the science behind vaccines.",human_social_mobility_proxy,disease,https://www.quantamagazine.org/what-has-the-pandemic-taught-us-about-vaccines-20230405/,
